,날짜,기업명,제목+내용,조회수,공감수,비공감수,페이지,전날_대비_상승_하락
0,2023-02-09,삼성전자,그렇다면 ㅣ ㅎ ㅏ나님 야훼가 요구하는 믿음은  무엇인가 믿음으로 모세는 바로의 아들이라 칭함받기를 거절하고.. 히브리서에 보면 믿음에 대해 계속 증거한다 더 나은것 곧 하늘의 것을 눈에 보이는 것처럼 사모하는 마음이다 어떤이는 사자에 잡혀먹히고 구차히 살기를 바라지 아니하다 목숨보다 참되고 영 원하며 진실한 사랑을 위해 목숨을 버리다 참된 가치를 위해서 사람이 인생과 목숨을 거는 것이다 성경에서선포하는 거룩한 믿음은 /예수 우리죄 대신 그 골고다 십자가 나무에 ㅣ 못박혀 죽음그의 사랑 희생 그의 피 그의 눈물과 우리 피조물 인간들의 죄악에서 구원 하고자 하는 그의 소원을 ㅣ ㅎ ㅏ나님 야훼께서 들어 주신 것이다 주 /예수를 믿으라 그리하면 너와 네집이 구원을 얻으리라.,419,0,0,197,-1
1,2023-02-09,삼성전자,나 콜옵 6장 넣었다규  ㆍㆍㆍ? ㆍㆍ감사,220,0,0,197,-1
2,2023-02-09,삼성전자,중국풍선 40개국이상 스파이짓속보  삼성게시판은 잡벌레집합소됫노ㅋ,212,2,0,197,-1
3,2023-02-09,삼성전자,조나단 에드워드에 의하면 거의 다ㅡ 지옥간다.  신앙은 철처히 양심과 그리스도로 인한 신앙양심과 믿음을 지키는 자에게 결국 인내로 구원을 얻게 될 것이다 ㅣ ㅎ ㅏ나님야훼는 진실로 두려워 할 대상인 것이다너희는 삼가 두려워 할자를 두려워 하라 몸은 죽여도 영혼은 능히 죽이지 못하는 자들을 두려워 하지말고 오직 몸과 영혼을 능히 지옥에 멸하시는 그ㅡ를 두려워 하라 그ㅡ는 전지 전능자 시다그는 만홀히 여기지 아니하시며사람의 모든 죄악들을 감찰하시며마음속의 순간의 죄악된 삶의 태도도 죄없다 하지 아니하시리 중요한건 ㅣ ㅎ ㅏ나님야훼를 경외하고 그의 명령을 지키는 것이다 예수께서도 나는 그의 명령이 영생인줄 아노라  그의 명령을 지키는 것이 영생이다 라는 뜻이다,220,0,2,197,-1
4,2023-02-09,삼성전자,★ 낭비없는 시정운영? 오세훈의 용산 따라하기  https://youtu.be/DkdygrU0Noc,228,1,0,197,-1
5,2023-02-09,삼성전자,★ 세계 모든 나라 경제가 어려운 게 아닙니다.  우리나라만 어렵다는 군요. https://youtu.be/UrkETdoXh4M,252,3,0,197,-1
6,2023-02-09,삼성전자,사람 마음ㅡ 거짓과 핑계대는 사악한 거짓말장이다  사람은 어찌힐수 없는 죄인영 원히 죽을 수 밖에 없는 죄인이다이죄멍을 보라 그리고 네 자신의 마음을 진실히 깊이보라 그래서 하는수 없이 ㅎ ㅏ나님야훼께서 자기 외아들을 골고다에 대신 ㅣ 못박아 주시다 누구든지 ㅣ골고다 나무에 우리죄 대신 죽음당하신 그를 믿으면..ㄱ/그 예수는 그리스도 곧 그다 우리의 영 원하신 참되고 의로우신 사랑 거룩하신 그리스도다 ,217,1,0,198,-1
7,2023-02-09,삼성전자,법은지키는너ㅁ만빙시  법은ㄱ ㅣㅓ조옷도아니엿네 이젠정신똑바로차리고 더럽게살아야되겟다 ,250,3,0,198,-1
8,2023-02-09,삼성전자,"JTBC 단독  서울 지하철 4호선 미아역에 폭발물 의심 물체 신고가 접수돼 한때 무정차 열차 통과가 이뤄졌습니다. 하지만 경찰 확인 결과, 옷가지 등이 들어있는 가방으로 확인돼 위험상황은 해제됐습니다. 서울교통공사는 9일 오후 8시반 서울 지하철 4호선 미아역 승강장에 폭발물 의심 물체가 있다는 신고를 받았다고 밝혔습니다. 서울교통공사는 경찰에 신고한 뒤 밤 9시쯤부터 미아역을 지나는 상행선 열차를 무정차 통과시켰습니다. 서울 강북경찰서 관계자와 소방 관계자들이 살펴본 결과 해당 폭발물 의심 물체는 옷가지 등이 들어있는 가방으로 확인됐습니다. 경찰은 폭발 위험은 없다고 보고 위험상황을 해제했습니다.  ",239,0,0,198,-1
9,2023-02-09,삼성전자,개 돼지의 나라 굿잡  https://www.youtube.com/watch?v=G3mB91Hxma0&t=116s,225,2,0,199,-1
10,2023-02-09,삼성전자,65000  터치 좀 한번 해보아야  7자를 바라보지 이건머  호재는 있더만  일본하고 합작하여,273,1,1,199,-1
11,2023-02-09,삼성전자,냉무  냉무냉무냉무냉무냉무냉무,218,0,0,199,-1
12,2023-02-09,삼성전자,동훈이는  줄리를모라 부를까? 동훈이는잘 모르겠다고 하던데.....줄리는동훈이 동훈이 하더만.,284,5,1,199,-1
13,2023-02-09,삼성전자,이 꼬라지를 보고도 부끄럽지 않으면...  그 나라에무슨 미래와 희망이 있나?화가...너무...난다.ㅠㅠ,264,6,0,199,-1
14,2023-02-09,삼성전자,50억 뇌물 무죄판결  세상을 뒤집어야 한다.부패기득권 카르텔 분쇄를 위해기꺼이 쇠몽둥이들고 응징의 거리로나서자!,256,4,0,199,-1
15,2023-02-09,삼성전자,낼은 5퍼 상승 한다  민약 틀리면 리죄멍 호두알 한개 건다너그들 맘데로 빼가라,286,2,2,199,-1
16,2023-02-09,삼성전자,김영익 교수가  올해 5월까지 삼전 최고치 찍는단다... 믿어야 하나  ..  판단은  각자가,273,0,2,200,-1
17,2023-02-09,삼성전자,곽쌍도   쌍도 토착 일본원숭이 ,270,3,0,200,-1
18,2023-02-09,삼성전자,여자가 강하게  빚을 내서 사자며  그런 여자가 있을려나? 없겠죠 여러분 기억에 남는 그런 사람있습니까 그런 사람 못봤어요.,286,0,1,200,-1
19,2023-02-09,삼성전자,개 돼지 판사  이사람 나중에 탈탈 덜어야.  ,214,1,0,200,-1
20,2023-02-09,삼성전자,"★ 전정부 탓 교육 받고 온 장관을 혼을 내는 김용민 의원  가증스러운 장관들, 기가 막힌다. https://youtu.be/vSLaAex9WTY",257,2,1,201,-1
21,2023-02-09,삼성전자,합법적 뇌물은 퇴직금으로  역대 퇴직금 4위 클라쓰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,261,8,1,201,-1
22,2023-02-09,삼성전자,역대 퇴직금 4위 곽병채   머하는 넘인지 능력도 좋네 ㅋㅋㅋㅋㅋㅋㅋㅋ,253,3,0,201,-1
23,2023-02-09,삼성전자,"北ICBM의 허상  물론 쏘면 날라는 가겠지 근데 그게 태평양을 건너가 목표지점을 타격한다? 제대로 시험발사한 적도 없는데!! 그리고 미국의 방어시스템이 모두 요격 가능하다 즉, 北ICBM은  전시용에 가깝다 미국은 그걸 알면서도 걍 냅두는 거지 주한미군 주둔은 하나의 거대한 수익사업이니깐ㆍㆍ 미국한텐 한반도가 안보산업 화수분이다",220,0,0,201,-1
24,2023-02-09,삼성전자,리죄몽 구속 소식  아직도 없는 기냐?이런 호랑말코를 그냥 두고 봐야 한다고?어이 상실이다 전쟁나면 즉결 처분 깜인데,270,2,8,201,-1
25,2023-02-09,삼성전자,어디신고햇는데씨꺼잎퍼리더러운거씨꺼  적으라고,227,0,0,202,-1
26,2023-02-09,삼성전자,[50억] 나도 대리까지만 하고 퇴사했어야...  50억도 못받고 말이야,253,4,0,202,-1
27,2023-02-09,삼성전자,야~ 쓰레기 꽉쌍도의 구미~  니들 퇴직금50억 받냐? 아니면 그 퇴직금에라도 숟가락 얹으려고 아첨 따위나 하면서 사나?,261,9,0,202,-1
28,2023-02-09,삼성전자,자~~ 이제  뇌물주려면  자식이나 친인척  고용해서 1~2 년  탱자탱자 놀면서   퇴직할때  산재 비스무리하게  서류 꾸며서 몇십억씩 위로금이라고  지급하면  합법이다  ㅋㅋㅋ 에라이 ~~~ 판사놈 대가리에 똥만 들엇냐?  ㅋㅋ,248,2,0,202,-1
29,2023-02-09,삼성전자,"""턱""하고 치니 ""억""하고 죽었다.  퇴직금으로 ""50억"" 받았다.",263,9,0,202,-1
30,2023-02-09,삼성전자,죄에 대한 댓가는 오직 지옥..불 못 형벌이다 그래서 ㅣ ㅎ ㅏ나님 야훼의 의ㅣ  =/예수 속죄의 죽음 ㅣ 으로써 우리의 죄는 영 원히 사함을 얻었다 그러나.말세는 노아의 때와 같을 것이며믿음이 없다고 예수님의 경고가 있으셨다말세에 너희가 믿음을 보겠느냐 순교의 믿음자가 극히 적을 것이다 1천만명중 1~2명 진실한 맏음은 찾기 힘든 세상이 되었더라 사람은 돈과 쾌락에 영혼을 맡기고죽은 물고기가 되어 탁류에 떠내려 간다 거룩하고 영생하는 믿음은 예수 그리스도 자체다 사람이 그를/ 마음으로 믿어 의에 이르고ㅣ 입으로 시인하여 구원에 이른다 예수는 우리의 죄 저주를 대신해 골고다 나무에 못박히사 우리죄대신  분명히 죽음당하셨다 그러나 진실한 믿음은 무엇인가 그 외아들 /예수 골고다 그 십자가에 못박으신 ㅣ ㅎ ㅏ나님야훼를 믿으라 ㅣ ㅎ ㅏ나님이 세상을 이처럼 사랑하사 독생자를 주셨으니 이는 저를 믿는자마다 멸망치 않고 영생을 얻게 하려 하심이라 ㅣ ㅎ ㅏ나님야훼의 그 독생자 예슈님을 이땅에 보내신 동기는 사랑이시고 죄인들 영혼을 불쌍히 여김이다 그러면 여기서 죄악의 심판이 끝났는가 아니다 우리가 어떤 믿음을 갖고 살아야 참 믿음 영생이 되는가 그리스도인 ㅡ 누구든지  그리스도의 영이 없으면 그리스도의 사람이 아니니라  영이란 /예수 내죄 나대신 그 골고다 나무에 못박혀 ㅣ 죽을때 그의 영으로 하나되 그리스도의 영이 거하는 사람이 된다 ㅎ ㅏ나님을 만나도 혹은특이한 체험을 한다 할찌라도 우리죄 저주대신 ㅣ골고다 위 십자가 나무에 못박히사 그 ㅣ손과 발을 못박힌 예수와 함께 그와 함께 참되게 죽음을 통과한 사람  그리스도로 믿지 못한다면 그리ㅡ스도 인은 아니다 영 원히 저주의 대상이 되어 지옥 불못에 던져질 것이다 그러나 두려워 하는자들과 믿지 못하는 자들과 살인자들과 모든 거짓말하는 자는 둘째 사망 불 못에 던지우니라,220,0,0,202,-1
31,2023-02-09,삼성전자,킁~킁~  lead뇬 지나간 자리에서 익숙한 냄새가 난다.  내 막쥴리~~ 내 막쥴리 어디 갔노?,250,2,1,202,-1
32,2023-02-09,삼성전자,새로운 법안 발의 제안합니다.  ‘노인네 셧다운제’ 냄새나는 노인들의 지하철 및 대중교통 시간을 대폭 단축하여 약 20분간만 이용가능(12:00 ~12:20) 어길시 벌금 5천만원 또는 징역 2년형.. ㅇㅇ 쾌적한 대중교통 이용 될듯 ㄹㅇ;,224,0,1,202,-1
33,2023-02-09,삼성전자,군대에 끌려 갔으면~  부당행위 녹취하고~ 갑질 영상 찍어둬라~ 나중에 필요한 날 있다~ 청춘들이 몰라서 그렇지~ 나이 처먹고도 찌질한 넘들 차고도 넘처 난단다~ ,246,2,0,202,-1
34,2023-02-09,삼성전자,"60살 넘은 멋쟁이들만 주목 하시오!  다들 잘왔다. 틀니 정신교육 시간이다.일단 한줄로 집합해라 틀니들아 ㅋㅋ 오늘부터 출퇴근 시간 9시 , 18시 전후 버르장 머리없이 노약자석에서 산송장 냄새 풍기면서 앉아있는 노인네보이면 바로 삼청교육대 시즌2 시작이야 알았나? 대답소리가 작다 죽었나 벌써!? 복창해라 ‘앞으론 지하철을 12시부터 3시까지만 타겠습니다.’  ",253,3,1,203,-1
35,2023-02-09,삼성전자,"그러면 ,  오늘은 이만 안뇽  !  오씹억   씨도  잘 주무시고 ㅡ  ,   자 ㅡ 앞으로  제대로 망해봅시다 ! ㅋ ㅋ ㅋ ",227,0,0,203,-1
36,2023-02-09,삼성전자,"세계속에서 정상적인 삶을 살지않은 한국인들  무시해서 어떻게든 가치를 낮출려고한거야   난방비 계속 오르지?   휘발유 값 100달러넘는다고 전망도있지?   나라는 그거 예측이나 하고있는줄아냐? 똑같은거야.   우리가 차에 넣는 기름값 비싸다고 미국 눈치보여서 그거 얘기나 할 수 있는줄 아냐?   가치를 낮출려고한거야.   결국 이 세상은 그렇게된거야   ""너흰 정상적인 삶을 살지 않은건 분명해.""   한국한테 세계가 막 제재를 하고그러잖아?   환경미화원, 목수, 잡일꾼 이런 사람도 사람이다 라는거야   뽑으면 언제든지 지원자가 있어서 필요가 없다라고 말하지만?   제일 만만한 한국한테 뭐라고 하잖아 그니깐?  ",230,0,0,203,-1
37,2023-02-09,삼성전자,아파트 비싸다고?  찌질한 애새끼도 퇴직금이 50억 인데~ 강남 아파트 그거 껌 값이야~  그치~ 자식 새끼들 사라고 해라~ 그정도 능력도 안되면~ 그 찌질한 넘 보다 더 찌질하다~  그치~,246,2,0,203,-1
38,2023-02-09,삼성전자,앗싸라비야  대박터져부럿네  !  오씹억원  !   오 씹억원   ㅋ ㅋ  ㅋ  ㅡ,262,1,1,203,-1
39,2023-02-09,삼성전자,50억속물 lead뇬은 50억 남자한테 시집갈거다.  외모는 슥렬이 빼다박고  직장상사 마누라하고 잣나 톡하고 템버린 치는 여자는 무조건 환장하고   고자인 새키한테 시집가라. ㅋ,288,4,0,203,-1
40,2023-02-09,삼성전자,자식 새끼 그새끼가 취업하고도 몇년 내에 강남 아파트도 못샀냐?  허접한 남의 새끼도 퇴직금 50억을 받는데? 무뇌야~  니 새끼들이 너를 방치 학대하는거다~  그치~ 영끌을 했으면 L타워 정도는 샀어야지~ 무뇌야~ 니 새끼들 퇴직금이 일년에 10억 이야~ 바보 처럼 너만 몰랐다~  그치~,251,2,0,203,-1
41,2023-02-09,삼성전자,일년에  씹억식 모으면 5 년후면 장가가것다.  !  오십억 ㅡ 결혼자격증 금액.   오십억원 을  모아서결혼하자 ! 조선 여자들이  오십억 이상은되어야   미팅한단다. ㅋ  ㅋ  ㅋ ,268,7,0,203,-1
42,2023-02-09,삼성전자,둔촌 주공이 개판인게   한국인들  이제  돈 없다  집을 사는 놈들이  집에 살려고  집을 사는 게 아니라  전매 차익이나 보려는  사기심으로  사는 거다  청약률  1 순위가  집도 없는  자들이  무슨  수중에  지 돈  1 억 현금 있으면 다행인데  이게  30 평 분양가 15 억이다  은행 대출 받아서  메꾼다고 해도  1 억에 이자가  8 % 치면  1 억에 800 만원  10 억에 8000 이다  주식으로 치면  미수를  10 억을 치다가  그냥  반대 매매로  골로 가는 거지  개판오분전  ,286,6,0,204,-1
43,2023-02-09,삼성전자,그 누군가는 제 2의........................  4...19 혁명을 원하는지도 모르겠네 틀림없는 사실하나 불행한 역사는 언제나 반복되어 왔다,258,1,0,204,-1
44,2023-02-09,삼성전자,누가 보면 너 50억 있는줄 알겄어.  이 새키가 진짜하마터면 속을뻔했네. ㅋ 그지새키가 어디서.ㅋㅋㅋㅋㅋㅋ ,232,3,0,204,-1
45,2023-02-09,삼성전자,법을  아는 법꾸라지들..  엘시티  대장동  특검해라. 모든 큰 범죄는 검사  목사,259,7,0,204,-1
46,2023-02-09,삼성전자,숨은 보석주?  영업이익 1조 포스코인터내셔날 ,228,0,0,204,-1
47,2023-02-09,삼성전자,"헉, 가스공사 영업이익 2조...  거기에 배당까지...그리고는 적자 핑계로 가스비를 올리네.",282,12,0,204,-1
48,2023-02-09,삼성전자,北ICBM은 가짜로 보인다  그게 진짜라면 미국이 그걸 그냥 냅뒀을까? 이 세상은 근본이 사기야,234,1,0,204,-1
49,2023-02-09,삼성전자,이제 곧...  일 어 난 다 거짓에 참을 수 없는 분노가 곧 터진다,266,4,1,204,-1
50,2023-02-09,삼성전자,검정고시 출신들은 학교 교육을 제대로 받지 못해  아가라가  지 ㅅ  대로  개판오분전 ,263,1,4,205,-1
51,2023-02-09,삼성전자,오늘 꼭지 잡는거 잘 봐라...    1.  승부사.. 아주 흥분해 있다...   2.  인공지능 너 주거써.. ㅋㅋㅋㅋㅋㅋㅋㅋ,264,0,0,205,-1
52,2023-02-09,삼성전자,분할해서 느긋하게.... 숏 들어갈 것 !!!!!!!!    1.  미장 시작될 때까지. .느긋하게..   2.  분할해서....     유투브 보면서...   3.  노래 들으면서...      들어오면.. 숏치고...   4.   들어오면..또.. 숏치고..       계속 숏 칠 것...,259,0,0,205,-1
53,2023-02-09,삼성전자,재며이 별로였는데   몽둥이든 도적떼 청소할 자는 재며이 밖에 안보인다무조껀 찍는다 무조껀 무조껀이야~~~,257,4,0,205,-1
54,2023-02-09,삼성전자,50억이  ㅋ ㅋ ㅋ  50원짜리 동전인가죄가 아니란다 그럼 한 5천억원 받으면 죄가 될런지,264,7,0,205,-1
55,2023-02-09,삼성전자,오십억 원  없는 총각자슥은  결혼도 하지마라.  자슥아.   빈민자슥이 왜 결혼해서 봉다리 가정 을 만들려고 하냐  ?  컥 ~ ,258,1,0,205,-1
56,2023-02-09,삼성전자,"승부사, 일단, 파운드 숏 시작 !!!!!!!!!!    1.  파운드 숏으로 시작...",251,0,0,205,-1
57,2023-02-09,삼성전자,오늘 유럽증시 꼭지 가능성 !!!!!!!!    1. 매우 높게 보고 있다...,265,1,0,205,-1
58,2023-02-09,삼성전자,요즘 50 억이 돈이냐  조폭 김성태  보면 개판오분전 ,255,1,3,205,-1
59,2023-02-09,삼성전자,오십억 오십억 오십억   오씹억  오씹억  오씹억  ㅡ   오씹억  ㅋ  ㅋ  ㅋ ㅡ,257,5,1,205,-1
60,2023-02-09,삼성전자,전국 초호화청사 1위 경북도청  청사에 연못도 있다.절라도는 이런거 없지?,268,7,0,205,-1
61,2023-02-09,삼성전자,"달러 대폭등 임박,  오늘 최소 새벽 1시까지 !!!!!!!!!    1.  반드시 ..수익 낸다.....   2.  왜 그러하냐면.. ㅋㅋㅋㅋㅋㅋㅋㅋㅋ   3.  시간이 없어서....   4.  인공지능의 극단적 경로가 선택되어서 그렇다....   5.  이를 역이용할 수 있는 인자는 승부사밖에 없다...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",252,0,1,205,-1
62,2023-02-09,삼성전자, ●●■ 세똥전자   후대퐁 통화품질이  알아묵지못할 정도 태블릿 노트북 모니터기능도 안되쓰레기를 돈받고 팔아 하루에도 몇번씩 밟아바리고싶은 충동 에게 쓰리똥 개동 삼별 셋벌전자다 빨랑 망해라,262,1,0,205,-1
63,2023-02-09,삼성전자,앗싸라비야  대박터져부럿네  !   오십억  !  오십억  !   캬 ~   좋은 나라여  ! 곧  망하것구만  ㅋ ㅋ ㅋ ㅡ,268,5,0,206,-1
64,2023-02-09,삼성전자,오늘 반드시 수익내주겠다 = 달러 급반등 준비할 것 !!!!!!!!    1.  오늘 승리 확률.. 95프로 이상으로 보고 있다...   2.  유로 대폭락 할 거다...,244,0,0,206,-1
65,2023-02-09,삼성전자,도적넘이 수사하고   도적넘이 판결하고 도적넘이 나발불고국졸들이 빨아대고안망하면 신기하고 ,270,11,0,206,-1
66,2023-02-09,삼성전자,4.15 부정선거를 수사를 제대로 하지 않으니   나라 꼬라지 이 모양이지  자격도 없는  놈들이  개판오분전 ,228,0,0,206,-1
67,2023-02-09,삼성전자,"유로 꼭지 나온 것으로 판단 !!!!!!!!!    1.  반등 꼭지 나온 거에요...   2.  유로, 파운드, 엔화.. 모조리.. 숏....   3.  원자재 통화는.. 유가가 버텨서...      일단...   4.  유로 중심으로 보겠다...",237,0,2,206,-1
68,2023-02-09,삼성전자,대법원장 직선제  !!  목숨걸고  ,261,4,0,206,-1
69,2023-02-09,삼성전자,노인 지하철요금 ...   아침 저녁 출퇴근시간 유료화   아침 첫차부터 오전 10시까지  저녁 17시부터 저녁 마감때까지   그리고 월요일부터 토요일  유료화 하면 어떨까 ?  굳이 해야한다면...    ,288,1,0,207,-1
70,2023-02-09,삼성전자,미 선물 숏 준비할 것 !!!!!!!!!!    1.  오늘 대박 기회라고...   2.  다섯 번째 이야기한다.... ,254,0,0,207,-1
71,2023-02-09,삼성전자,50억정도는?  공직지들이  받아도  처벌하기  어려울듯부폐공화국  사버ㅂ'' 부도  났다,236,1,1,207,-1
72,2023-02-09,삼성전자,달러 배수진 = 오늘 대폭등 시작할 것 !!!!!!!!    1.  미증시 숏 준비하세요...,245,0,0,207,-1
73,2023-02-09,삼성전자,"유 ㅇ ㅏ 인 ㅂ ㅔ ㅌ ㅔ 랑 연 ㄱ ㅣ잘살린게,. .  프 로 포 폴   ㅁ ㅏ 약 연 ㄱ ㅣ 잘해서    뜨 거 ㄷ ㅔ,. .ㅋㄴ ㄴ      ㄴ 끼 ㅇ ㅏㄴ ㅣㄱㄱ ㅏ,. ?ㅋㅡ ㅁ    여 ㄱ ㅣ한 ㄱ ㅓ구 ㄴ ㅏ!ㄴ   ㅋ ㅓㅋ ㅓㅋ ㅓ~~~~",264,2,0,207,-1
74,2023-02-09,삼성전자,나스닥 선물 - 무지하게 오르네.   내일 아침까지~~~~~~~~!!!!!!!.,276,2,1,207,-1
75,2023-02-09,삼성전자,한국 아파트 몇 년 쓸 수 있나   한국의 아파트는  지을 때  벽 내부에  니들  집보면  전기선 인터넷 선 다 벽에서 나오지  유럽의  벽 외부에 있는 시스템과 다르다  콘크리트 부식  바다에 건설되는 교량  다리가  보통수명을 50 년으로 본다  50 년 되면  살만큼 살고  더 살다가  땅 흔들리면  무너진다  재건축 20 년 마다  이게  이유가 있긴 하다  이것을 리모델링 하자는  놈은  웃기는 놈들이고  ,276,1,0,207,-1
76,2023-02-09,삼성전자,대한민국 건설사들아  튀르키예 재건 시작되면내진설계 아파트 지으러가라건축기술도 수출도  하그레이내국인들한테 바가지요금 분양그만하고,285,2,0,207,-1
77,2023-02-09,삼성전자,달러 초강력 매수 = 초대박 기회 !!!!!!!!    1.  초대박 기회다....   2.  승부사.. 이런 표현 잘 안쓴다.. ㅋㅋㅋㅋㅋㅋㅋ,259,0,0,207,-1
78,2023-02-09,삼성전자,밥치야 ㅋㅋㅋ 반쯤 죽여놨는데 ㅋㅋ 기어오른다 ㅋㅋㅋ 이늠이 믿는 구석이 있나보네 ㅋㅋㅋㅋㅋㅋㅋ  [단독] 이준석 “지방선거 직후 尹 뜻밖의 발언…그때 틀어졌죠”이지용 기자 sepiros@mk.co.kr추동훈 기자 chu.donghun@mk.co.kr입력 :  2023-02-09 13:58:29,235,0,0,207,-1
79,2023-02-09,삼성전자,"초대박기회, 달러 2파 조정 마무리단계 !!!!!!!!    1.  달러 조정 마무리단계...   2.  유로 강력 숏....",239,0,0,207,-1
80,2023-02-09,삼성전자,튀르키예 와 동예의 관계   한민족 역사에 등장하기는 한데  옥저 동예  함경도에 있었다는  옥저 동예  이게  투르크 언어에서 나온 말인데  한국인들이 몰랐을뿐  옥저는  고대  옥 귀금속 옥을  금보다 더 가치가 있었다  옥저는  옥을 많이 생산하는 지역이었다는 것을 알 수 있는데 한반도  함경도에는  명태오징어가 사는 곳이지옥이라고는 없었다  결국  가짜 평양 처럼 억지로 가짜 역사를 한반도 에 이식한 결과물이다  옥을 현재 관점에서 보면  옥의 최대 생산 지역은 지금의중국 서쪽 신장자치구 교탄 한자로 화전이라는  곳이다 우루무치에서 남쪽 옛날 실크로드 번영 도시  ,242,0,0,207,-1
81,2023-02-09,삼성전자,아파트 분양. 원가공개 나왔다   평당436만원이. 건설 원가라 한다  ㅡ 밥통덜아. 얼마나  많은 바가지 썼냐?  호구들아 ~~,273,4,0,208,-1
82,2023-02-09,삼성전자,삼성전자도  장대양봉 나오는거 보고싶네요..,239,0,0,208,-1
83,2023-02-09,삼성전자,날 구해주시는분의 노예가 되겠습니다  튀르키예 지진으로 콘트리트벽에깔린 6-7세로 보이는 여자아이가한  말이다가족도 다 죽고 혼자 살아남은성인여자들 갈곳도 없고먹고살기 힘들텐데이참에 비행기 보내서한국으로 모셔와라젊은 청년들에게 맞선이나 주선해줘라 이거저거 재가며애도 안낳는 한국여자들보다애 잘 낳아줄거 같다,272,1,0,208,-1
84,2023-02-09,삼성전자,무역적자가 심각하다  역대 최대 적자를 갱신하고 있다,274,4,0,209,-1
85,2023-02-09,삼성전자,4월부터 日방사능 오염수 방류  써구리가 어떻게 나오는지 함 두고보자,264,2,0,209,-1
86,2023-02-09,삼성전자,낼 65000돌파!  65000,245,0,0,209,-1
87,2023-02-09,삼성전자,내일..깔~~~~~~~~  파러~~~~~~~ 시초가 매도 수익실현~~~~~,238,0,0,209,-1
88,2023-02-09,삼성전자,불법공매도 업체명 공개  금융당국이 무차입 공매도 금지 위반으로 제재를 받은 5개 외국증권사 업체 실명을 처음으로 공개했다. 다음에는 외국증권사의 비판을 의식해 국내증권사 실명을 공개할 듯하다.,268,1,0,209,-1
89,2023-02-09,삼성전자,검새  범죄자들은 재판을 왜하냐 ?  시간낭비 하지말고 무죄로 그냥 다풀어줘라 !  판검새 개?ㄲ들아~ 법대나온 판검새 너거들도 퇴직할때 퇴직금 50억 받냐 ? 나라를 망쳐먹는 개서발놈들 ~,284,6,0,210,-1
90,2023-02-09,삼성전자,튀르키예가 형제가 맞긴 한데 하지만   튀르키예는  예전에  터키 라 불린 나라다  형제 형제 하는데 형제면  쌍동이 형제냐 누가 형이고 아우냐  이게 말이다 말타고 돌아당기던 시절  터키는 돌궐 이라고 불렸다 돌궐이 투르크의 훈족말  오스만투르크 대제국을 건설했는데 동로마 콘스탄티노플 을 멸망시키고  이스탄불로 개명시켰다  돌궐이  한반도의 신라하고 인종적으로 교류가 많았다  한국인들이 저기 섬나라 현재의 일본인들과  인종적으로 차이가 난 것은  섬나라 일본은 해양으로 동남아시아 태국 베트남 인종의 유입이 되고 한반도와 단절되었고 한반도는 대륙에서 투르크 인종  훈족 이지 훈족 계열의 인종이 유입되면서 섬나라 일본과 인종적으로 다르다 ,249,0,0,210,-1
91,2023-02-09,삼성전자,5년일하고50억이라   ㄴㅣ기ㅁㅣ일하기도싫고 묵고놀다가어디도둑질이나하러댕기야겟다 ㅣ,290,9,0,210,-1
92,2023-02-09,삼성전자,"도동뇽, 도적떼 특검받아라   뭉게다 죽어 임마 ",277,6,0,210,-1
93,2023-02-09,삼성전자,예수님이 평생 돈에 대해 말한적이 없었다  돈버는 법에 대해 말한적이 없었다. 돈쓰는 법에 대해서는 두어가지 비유로 말한적은 있었다 신앙인은 돈벌려고 신앙 가지는것 아니고 직업 가질려고 신앙 가지면 끝이 안좋아.신앙은 고상 거룩한 진실한 삶을 추구하는 사람들이 갖는 것이다,248,1,1,210,-1
94,2023-02-09,삼성전자,조계종 해인사 간첩들 장악 시도 개판  종교 자리에 침투  개판오분전 ,244,0,0,211,-1
95,2023-02-09,삼성전자,화천대유직원들 소송걸면 50억받을각보이노 ㅋㅋ  부럽다,282,6,0,211,-1
96,2023-02-09,삼성전자,"야들아  !  진정으로 말한다.  한민족은  곧  인구감소로  소멸한다  !  진짜다.   우리동네에도  아기들이 없는 것은당연하고 젊은이가 없다. ㅡ 한민족 ㆍ대한민국의 최대 재앙은인구소멸이다 곧  지방, ,자체가  없어진다.철도 ㆍ 항공 ㆍ 학교 ㆍ 병원 등등이지방에서  소멸한다 ㅡ",261,1,0,211,-1
97,2023-02-09,삼성전자,주식왜하냐 화천대유대리퇴직하면 경제적자유  50억준다는데,280,4,0,211,-1
98,2023-02-09,삼성전자,어이 개관 외국인 니들이 싼똥 치워라  언능,237,0,0,211,-1
99,2023-02-09,삼성전자,천공과 이만희 영혼결혼  맞나요?신천쥐신도가 그러던데...ㅋ,274,7,1,212,-1
100,2023-02-09,삼성전자,재며이 별로였는데   판검새 기더기 몽둥이든 도적떼 청소하는넘 무조껀 찍는다무조껀 무조껀이야~~~~~,266,2,0,212,-1
101,2023-02-09,삼성전자,옵션만기일이라 빠진건가요?  그래서 코스피 빠진건가요?,328,3,3,212,-1
102,2023-02-09,삼성전자,아리 아리 오십억  !  쓰리 쓰리 오십억  !  아라리가  났네  !   오십억    오십억  오십억 오백억이면  더 좋지  ㅋ ㅋ  ㅋ ㅡ,294,5,0,212,-1
